URL,Title,Sub Title,Rating,"Reviews ",Price,Description and Shipping,ASIN,Image URL
,,,4.4 out of 5 stars.|4.3 out of 5 stars.,,,,,
,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTc5Mzc5OTExOTg5NzM5OjE2Njg2MjU3NDA6c3BfYXRmOjIwMDEwNjIwMTQ3MzYzMTo6MDo6&url=%2FAlmay-Enhancing-Longlasting-Antioxidant-Hypoallergenic%2Fdp%2FB08MRRNL17%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1QJ2Z0KOR688P%26keywords%3Deyeshadow%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Eyeshadow Palette by Almay, Longlasting Eye Makeup, Primer Enriched with Antioxidant Vitamin E, Hypoallergenic, 010 Brown Eyes, 0.1 Oz",Sponsored,4.4 out of 5 stars,"1,194",$8.31,FREE delivery Nov 21 - 25 Or fastest delivery Nov 18 - 22,B08MRRNL17,https://m.media-amazon.com/images/I/91OkoilEQZL._AC_UL320_.jpg
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTc5Mzc5OTExOTg5NzM5OjE2Njg2MjU3NDA6c3BfYXRmOjIwMDA2NDc4MjYwMjU5ODo6MDo6&url=%2FMaybelline-New-York-Eyeshadow-Palette%2Fdp%2FB09VCXWCGB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D1QJ2Z0KOR688P%26keywords%3Deyeshadow%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Maybelline New York Shadow Blocks Shadow Blocks Eyeshadow Palette, Stacked Eye Shadow Trio, 82nd & Park Ave, 0.08 oz",Sponsored,4.1 out of 5 stars,255,$9.98,FREE delivery on $25 shipped by Amazon.,B09VCXWCGB,https://m.media-amazon.com/images/I/81ykvsLFs1L._AC_UL320_.jpg
https://www.amazon.com/L-Girl-Beauty-Eyeshadow/dp/B00PGQYEUK/ref=sr_1_3?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-3,"L.A. Girl Beauty Brick Eyeshadow, Nudes, 0.42 Ounce",0.42 Ounce (Pack of 1),4.5 out of 5 stars,"23,586",$7.95,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B00PGQYEUK,https://m.media-amazon.com/images/I/710Rr3-wxlL._AC_UL320_.jpg
https://www.amazon.com/CHANGEABLE-Eyeshadow-Highlight-Waterproof-Makeup/dp/B07MQJRK7N/ref=sr_1_4?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-4,"Highly Pigmented Eye Makeup Palette , Matte Shimmer Metallic Eyeshadow Pallet Long Lasting Blendable Natural Colors Make Up Eye Shadows Cosmetics Gift Kit",1.41 Ounce (Pack of 1),4.5 out of 5 stars,"17,633",$9.99,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B07MQJRK7N,https://m.media-amazon.com/images/I/61xltyg8i9L._AC_UL320_.jpg
https://www.amazon.com/Naked2-Basics-Eyeshadow-Palette-Neutral/dp/B07LBLK57Q/ref=sr_1_5?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-5,"Urban Decay Naked2 Basics Eyeshadow Palette, 6 Taupe & Brown Matte Neutral Shades - Ultra-Blendable, Rich Colors with Velvety Texture - Makeup Set Includes Mirror & Full-Size Pans - Great for Travel",1 Count (Pack of 1),4.6 out of 5 stars,"6,240",$29.00,"FREE delivery Tue, Nov 22 Or fastest delivery Fri, Nov 18|",B07LBLK57Q,https://m.media-amazon.com/images/I/81yqc88khES._AC_UL320_.jpg
https://www.amazon.com/Almay-Enhancing-Longlasting-Antioxidant-Hypoallergenic/dp/B08MRRNL17/ref=sxin_13_pa_sp_search_thematic_mod_primary_new?content-id=amzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%3Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295&crid=1QJ2Z0KOR688P&cv_ct_cx=eyeshadow&keywords=eyeshadow&pd_rd_i=B08MRRNL17&pd_rd_r=081c5608-9884-4615-a068-e8040d6e2b04&pd_rd_w=jWHJZ&pd_rd_wg=0TwJC&pf_rd_p=4e7a2229-074e-44de-95c4-9fd858f46295&pf_rd_r=ME1NVC79G6ZH41G7BNA7&qid=1668625740&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=eyeshadow%2Caps%2C92&sr=1-1-a73d1c8c-2fd2-4f19-aa41-2df022bcb241,"Eyeshadow Palette by Almay, Longlasting Eye Makeup, Primer Enriched with Antioxidant Vitamin E, Hypoallergenic, 010 Brown Eyes, 0.1 Oz",1 Count (Pack of 1),4.4 out of 5 stars|4.3 out of 5 stars|4.4 out of 5 stars|4.0 out of 5 stars|4.4 out of 5 stars,"1,194|31,707|2,674|12,257|824",$8.31,"Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business",,https://m.media-amazon.com/images/I/91OkoilEQZL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/81kFovrJg4L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png||https://m.media-amazon.com/images/I/91sH+7AjQTL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png||https://m.media-amazon.com/images/I/715rFluzj0L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/61xg9Br2tfL._AC_UL320_.jpg
https://www.amazon.com/Almay-Enhancing-Longlasting-Antioxidant-Hypoallergenic/dp/B08MRRNL17/ref=sxin_13_pa_sp_search_thematic_mod_primary_new?content-id=amzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%3Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295&crid=1QJ2Z0KOR688P&cv_ct_cx=eyeshadow&keywords=eyeshadow&pd_rd_i=B08MRRNL17&pd_rd_r=081c5608-9884-4615-a068-e8040d6e2b04&pd_rd_w=jWHJZ&pd_rd_wg=0TwJC&pf_rd_p=4e7a2229-074e-44de-95c4-9fd858f46295&pf_rd_r=ME1NVC79G6ZH41G7BNA7&qid=1668625740&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=eyeshadow%2Caps%2C92&sr=1-1-a73d1c8c-2fd2-4f19-aa41-2df022bcb241,"Eyeshadow Palette by Almay, Longlasting Eye Makeup, Primer Enriched with Antioxidant Vitamin E, Hypoallergenic, 010 Brown Eyes, 0.1 Oz",1 Count (Pack of 1),4.4 out of 5 stars,"1,194",$8.31,,B08MRRNL17,https://m.media-amazon.com/images/I/91OkoilEQZL._AC_UL320_.jpg
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTkwNDk1ODY1OTQyNTUzOjE2Njg2MjU3NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA2OTY4NDAxMjYzMTo6MTo6&url=%2FJulep-Eyeshadow-Powder-Waterproof-Amethyst%2Fdp%2FB088ZYMQSJ%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%253Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%26crid%3D1QJ2Z0KOR688P%26cv_ct_cx%3Deyeshadow%26keywords%3Deyeshadow%26pd_rd_i%3DB088ZYMQSJ%26pd_rd_r%3D081c5608-9884-4615-a068-e8040d6e2b04%26pd_rd_w%3DjWHJZ%26pd_rd_wg%3D0TwJC%26pf_rd_p%3D4e7a2229-074e-44de-95c4-9fd858f46295%26pf_rd_r%3DME1NVC79G6ZH41G7BNA7%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D1-2-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1%26smid%3DA1LHJFDVRQU851,"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Smoky Amethyst",1 Count (Pack of 1),4.3 out of 5 stars,"31,707",$16.00,"Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business",B088ZYMQSJ,https://m.media-amazon.com/images/I/81kFovrJg4L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png|
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTkwNDk1ODY1OTQyNTUzOjE2Njg2MjU3NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA4NDUzNjcyNDczMTo6Mjo6&url=%2FJulep-Eyeshadow-Powder-Waterproof-Shimmer%2Fdp%2FB097HP5ZMZ%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%253Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%26crid%3D1QJ2Z0KOR688P%26cv_ct_cx%3Deyeshadow%26keywords%3Deyeshadow%26pd_rd_i%3DB097HP5ZMZ%26pd_rd_r%3D081c5608-9884-4615-a068-e8040d6e2b04%26pd_rd_w%3DjWHJZ%26pd_rd_wg%3D0TwJC%26pf_rd_p%3D4e7a2229-074e-44de-95c4-9fd858f46295%26pf_rd_r%3DME1NVC79G6ZH41G7BNA7%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D1-3-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick Duo, Bronze Shimmer and Warm Gold Shimmer",2 Count (Pack of 1),4.4 out of 5 stars,"2,674",$28.00,"Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business",B097HP5ZMZ,https://m.media-amazon.com/images/I/91sH+7AjQTL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png|
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTkwNDk1ODY1OTQyNTUzOjE2Njg2MjU3NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDEwMTQ1MjQ3MTA5ODo6Mzo6&url=%2FLUXAZA-Eyeshadow-Hypoallergenic-Highlighter-Waterproof%2Fdp%2FB09YGQ45Z7%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%253Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%26crid%3D1QJ2Z0KOR688P%26cv_ct_cx%3Deyeshadow%26keywords%3Deyeshadow%26pd_rd_i%3DB09YGQ45Z7%26pd_rd_r%3D081c5608-9884-4615-a068-e8040d6e2b04%26pd_rd_w%3DjWHJZ%26pd_rd_wg%3D0TwJC%26pf_rd_p%3D4e7a2229-074e-44de-95c4-9fd858f46295%26pf_rd_r%3DME1NVC79G6ZH41G7BNA7%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D1-4-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"LUXAZA 6PCS Cream Eyeshadow Stick,Matte And Shimmer Neutral Brown Eyeshadow Pencil Crayon,Hypoallergenic Eyeshadow,Highlighter Eye Liner,Pro Waterproof & Long Lasting Eye Shadow And Eyeliner Pen Sets",6 Count (Pack of 1),4.0 out of 5 stars,"12,257",$20.99,,B09YGQ45Z7,https://m.media-amazon.com/images/I/715rFluzj0L._AC_UL320_.jpg
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTkwNDk1ODY1OTQyNTUzOjE2Njg2MjU3NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDAxMzYwMjQ1MTc4MTo6NDo6&url=%2FAnastasia-Beverly-Hills-Eyeshadow-Single%2Fdp%2FB00KMKXUKA%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%253Aamzn1.sym.4e7a2229-074e-44de-95c4-9fd858f46295%26crid%3D1QJ2Z0KOR688P%26cv_ct_cx%3Deyeshadow%26keywords%3Deyeshadow%26pd_rd_i%3DB00KMKXUKA%26pd_rd_r%3D081c5608-9884-4615-a068-e8040d6e2b04%26pd_rd_w%3DjWHJZ%26pd_rd_wg%3D0TwJC%26pf_rd_p%3D4e7a2229-074e-44de-95c4-9fd858f46295%26pf_rd_r%3DME1NVC79G6ZH41G7BNA7%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D1-5-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,Anastasia Beverly Hills Eyeshadow Single,0.06 Ounce (Pack of 1),4.4 out of 5 stars,824,$12.00,,B00KMKXUKA,https://m.media-amazon.com/images/I/61xg9Br2tfL._AC_UL320_.jpg
https://aax-us-iad.amazon.com/x/c/RHJIl79wOHyoDdfs0BaZaDQAAAGEgdgzKAEAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICDSNrmp/https://www.amazon.com/dp/B01N8ZOQ5X?pd_rd_i=B01N8ZOQ5X&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=ME1NVC79G6ZH41G7BNA7&pd_rd_wg=0TwJC&pd_rd_w=Rkyuk&pd_rd_r=081c5608-9884-4615-a068-e8040d6e2b04,"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Evergreen Shimmer",Sponsored,4.3 out of 5 stars,"31,707",$16.00,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTc1NzM2NjM1MTAyMjYzOjE2Njg2MjU3NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjo6MDpCMDdYNkhEUzk2OnNlYXJjaA&url=%2FLOreal-Paris-Longwearing-Flake-Proof-Applicator%2Fdp%2FB07X6HDS96%2Fref%3Dsxin_15_pa_sp_search_thematic-asin_sspa%3Fcontent-id%3Damzn1.sym.4228d1d7-b9a2-4dcc-9504-1ef42bcf486a%253Aamzn1.sym.4228d1d7-b9a2-4dcc-9504-1ef42bcf486a%26crid%3D1QJ2Z0KOR688P%26cv_ct_cx%3Deyeshadow%26keywords%3Deyeshadow%26pd_rd_i%3DB07X6HDS96%26pd_rd_r%3D081c5608-9884-4615-a068-e8040d6e2b04%26pd_rd_w%3DqKrln%26pd_rd_wg%3D0TwJC%26pf_rd_p%3D4228d1d7-b9a2-4dcc-9504-1ef42bcf486a%26pf_rd_r%3DME1NVC79G6ZH41G7BNA7%26qid%3D1668625740%26sprefix%3Deyeshadow%252Caps%252C92%26sr%3D1-1-4a643ae4-6005-4b15-bc31-2c5125e2b25b-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"L'Oreal Paris Makeup Brilliant Eyes Shimmer Liquid Eye Shadow, Longwearing Lasting Shimmer, Crease Resistant, Flake-Proof, Precision Applicator, Quick Dry, Non-Greasy, Royal Onyx, 0.1 oz.",0.1 Fl Oz (Pack of 1),4.2 out of 5 stars|4.2 out of 5 stars|4.6 out of 5 stars|4.3 out of 5 stars|4.5 out of 5 stars|4.3 out of 5 stars|4.5 out of 5 stars,"2,071|1,607|1,308|274|1,072|1,028|1,009",$9.99,"Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/41Y2L-DZWfL._SS200_.png"" height=""50px"" width=""50px""/> Compact by Design (Certified by Amazon)|Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/41Y2L-DZWfL._SS200_.png"" height=""50px"" width=""50px""/> Compact by Design (Certified by Amazon)|Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/31OPjlesFNL._SS200_.png"" height=""50px"" width=""50px""/> EWG Verified|Climate Pledge Friendly  Small Business|Climate Pledge Friendly|Climate Pledge Friendly|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/51vC-CaTYRL._SS200_.png"" height=""50px"" width=""50px""/> Carbonfree Certified|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/31OPjlesFNL._SS200_.png"" height=""50px"" width=""50px""/> EWG Verified|Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/31OPjlesFNL._SS200_.png"" height=""50px"" width=""50px""/> EWG Verified|Climate Pledge Friendly|Climate Pledge Friendly|Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png"" height=""50px"" width=""50px""/>  Climate Pledge Friendly|<img alt="""" src=""https://m.media-amazon.com/images/I/31OPjlesFNL._SS200_.png"" height=""50px"" width=""50px""/> EWG Verified",,https://m.media-amazon.com/images/I/71o5PODM8HL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|||https://m.media-amazon.com/images/I/71oDVf01AdL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|||https://m.media-amazon.com/images/I/714dE0mf+1L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|||https://m.media-amazon.com/images/I/712q6VsEQ+L._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png||||https://m.media-amazon.com/images/I/71Lo0kbjerL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|||https://m.media-amazon.com/images/I/51GDKU2RgJL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png|||https://m.media-amazon.com/images/I/71QSOlT5LaL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/216-OX9rBaL._SS200_.png||
,,,,,,,,
https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Ultimate-Eyeshadow/dp/B01IW02HX2/ref=sr_1_6?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-6,"NYX PROFESSIONAL MAKEUP Ultimate Shadow Palette, Eyeshadow Palette - Warm Neutrals",1 Count (Pack of 1),4.6 out of 5 stars,"30,586",$13.00,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B01IW02HX2,https://m.media-amazon.com/images/I/61SWjLCijsL._AC_UL320_.jpg
https://www.amazon.com/Julep-Eyeshadow-Hypoallergenic-Waterproof-Available/dp/B01LW1983J/ref=sr_1_7?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-7,"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Champagne Shimmer",1 Count (Pack of 1),4.3 out of 5 stars,"31,707",$16.00,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18||Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business",B01LW1983J,https://m.media-amazon.com/images/I/818B-inh8EL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png|
https://www.amazon.com/COVERGIRL-Enhancers-Shadow-Sheerly-Packaging/dp/B001ESN2TS/ref=sr_1_8?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-8,"COVERGIRL Eye Enhancers Eyeshadow Kit, Sheerly Nudes, 4 Colors",1 Count (Pack of 1),4.5 out of 5 stars,"11,196",$4.19,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B001ESN2TS,https://m.media-amazon.com/images/I/71SglVETckL._AC_UL320_.jpg
https://www.amazon.com/Colours-Eyeshadow-Rechoo-Professional-Colorful/dp/B08JQ6C42J/ref=sr_1_9?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-9,"99 Colors Eye shadow Palette Glitter Eye Makeup, Rechoo Rainbow Colors Fusion Eyeshadow Palette, Professional Matte Makeup Pallet, Colorful Powder Long Lasting Eye Shadow",99 Count (Pack of 1),4.5 out of 5 stars,"1,939",$16.99,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B08JQ6C42J,https://m.media-amazon.com/images/I/71lsg2yGjtL._AC_UL320_.jpg
https://www.amazon.com/Eyeshadow-Pigmented-Waterproof-Makeup-Seductress/dp/B07JG4SPLY/ref=sr_1_10?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-10,Matte Eyeshadow Palette Pro 18 Colors Pigmented Shimmer Glitter Eye Shadow Palette Blendable Long Lasting Waterproof Makeup Cosmetics Halloween Makeup Kit (01# Seductress),1 Count (Pack of 1),4.6 out of 5 stars,"6,062",$9.99,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B07JG4SPLY,https://m.media-amazon.com/images/I/71joxgYmuzL._AC_UL320_.jpg
https://www.amazon.com/e-l-f-Liquid-Metallic-Eyeshadows-Moon/dp/B0947DWWTN/ref=sr_1_11?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-11,"e.l.f. Liquid Metallic Eyeshadow, Gel Formula, Multi-Dimensional Finish For Bold Eye Looks, One-Swipe Coverage, Vegan & Cruelty-Free, Moon, 0.1 Fl Oz",1 Count (Pack of 1),4.3 out of 5 stars,"3,143",$6.00,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Sat, Nov 19|",B0947DWWTN,https://m.media-amazon.com/images/I/71a9wgtwWmS._AC_UL320_.jpg
https://www.amazon.com/Eyeshadow-Palette-Lasting-Reflective-Shimmer/dp/B07LF13C2C/ref=sr_1_12?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-12,UCANBE 18 Colors Aromas Nude Eyeshadow Palette Long Lasting Multi Reflective Shimmer Matte Glitter Pressed Pearls Eye Shadow Makeup Pallet,1 Count (Pack of 1),4.5 out of 5 stars,"8,630",$8.99,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18|",B07LF13C2C,https://m.media-amazon.com/images/I/611p2qpW-fL._AC_UL320_.jpg
https://www.amazon.com/LAURA-GELLER-NEW-YORK-Delectables/dp/B0BGR4TG4R/ref=sr_1_13?crid=1QJ2Z0KOR688P&keywords=eyeshadow&qid=1668625740&sprefix=eyeshadow%2Caps%2C92&sr=8-13,LAURA GELLER NEW YORK The Delectables Earthy Essentials Baked Eyeshadow Palette | 14 Pigmented Eyeshadows Blendable Natural Look,($3.64/Ounce),4.5 out of 5 stars,438,$17.45,"FREE delivery Tue, Nov 22 on $25 of items shipped by AmazonOr fastest delivery Fri, Nov 18||Small Business|Small Business|Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business|<img alt="""" src=""https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png"" height=""50px"" width=""50px""/>  Small Business",B0BGR4TG4R,https://m.media-amazon.com/images/I/81GjDr9tmBL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/111mHoVK0kL._SS200_.png|
